Character,Pinyin,Frequency,Log_frequency,Frequency_per_million,CD,Log_CD,Strokes,PSY_Tone,PSY_Rhyme,Gloss
瀯,yíng,1,0.0,0.019470696514128104,1,0.0,19,level,xp08,-
幠,hū,1,0.0,0.019470696514128104,1,0.0,15,level,sp07,cover
鐈,qiáo,1,0.0,0.019470696514128104,1,0.0,20,,,-
嚑,xūn,1,0.0,0.019470696514128104,1,0.0,17,,,-
蒽,ēn,1,0.0,0.019470696514128104,1,0.0,13,,,anthracene
艏,shǒu,1,0.0,0.019470696514128104,1,0.0,15,,,bow of a ship
傈,lì,1,0.0,0.019470696514128104,1,0.0,12,,,tribe
穛,zhuō,1,0.0,0.019470696514128104,1,0.0,17,oblique,r03,-
琑,suǒ,1,0.0,0.019470696514128104,1,0.0,11,,,-
獮,xiǎn,1,0.0,0.019470696514128104,1,0.0,17,oblique,s16,hunt
蕬,sī,1,0.0,0.019470696514128104,1,0.0,15,,,-
縜,yún,1,0.0,0.019470696514128104,1,0.0,16,level,sp12|sp11,-
爿,pán,1,0.0,0.019470696514128104,1,0.0,4,,,half of tree trunk
蛞,kuò,1,0.0,0.019470696514128104,1,0.0,12,,,snail
觻,lì,1,0.0,0.019470696514128104,1,0.0,22,,,-
粦,lín,1,0.0,0.019470696514128104,1,0.0,12,,,"phosphorus (element 15, P)"
棇,cōng,1,0.0,0.019470696514128104,1,0.0,12,,,-
鴀,fǒu,1,0.0,0.019470696514128104,1,0.0,15,level,xp11,-
嵢,cāng,1,0.0,0.019470696514128104,1,0.0,13,,,-
筸,gān,1,0.0,0.019470696514128104,1,0.0,13,,,name of a place in Honan
濣,wò,1,0.0,0.019470696514128104,1,0.0,17,,,-
蟷,dāng,1,0.0,0.019470696514128104,1,0.0,19,,,mantis
榞,yuán,1,0.0,0.019470696514128104,1,0.0,14,level,sp13,-
樖,kē,1,0.0,0.019470696514128104,1,0.0,15,,,(Cant.) classifier for plants or trees
薣,gǔ,1,0.0,0.019470696514128104,1,0.0,16,,,-
斀,zhuó,1,0.0,0.019470696514128104,1,0.0,17,,,-
絗,hú,1,0.0,0.019470696514128104,1,0.0,12,,,-
脠,shān,1,0.0,0.019470696514128104,1,0.0,10,,,-
衭,fū,1,0.0,0.019470696514128104,1,0.0,9,,,the lapel of a garment
镅,méi,1,0.0,0.019470696514128104,1,0.0,14,,,"americium (element 95, Am)"
缍,duǒ,1,0.0,0.019470696514128104,1,0.0,11,,,a kind of thin silk
糓,gǔ,1,0.0,0.019470696514128104,1,0.0,16,,,"grain, corn"
瘷,sè,1,0.0,0.019470696514128104,1,0.0,16,,,-
嵹,jiàng,1,0.0,0.019470696514128104,1,0.0,15,,,-
疭,zòng,1,0.0,0.019470696514128104,1,0.0,9,oblique,q02,"spasms or convulsions in young children, caused by indigestion"
抌,dǎn,1,0.0,0.019470696514128104,1,0.0,7,level,xp11,"to bale out water, to dip"
勹,bāo,1,0.0,0.019470696514128104,1,0.0,2,,,wrap
墤,kuài,1,0.0,0.019470696514128104,1,0.0,15,,,"to fall in ruins, to collapse, to overthrow"
臎,cuì,1,0.0,0.019470696514128104,1,0.0,18,,,-
櫍,zhì,1,0.0,0.019470696514128104,1,0.0,19,oblique,r04,-
藠,jiào,1,0.0,0.019470696514128104,1,0.0,18,,,"Allium chinense, Chinese onion"
疒,nè,1,0.0,0.019470696514128104,1,0.0,5,,,sick
咣,guāng,1,0.0,0.019470696514128104,1,0.0,9,,,the sound of large door closing
檬,méng,1,0.0,0.019470696514128104,1,0.0,17,,,type of locust tree or acacia
灀,shuàng,1,0.0,0.019470696514128104,1,0.0,20,,,-
匚,fāng,1,0.0,0.019470696514128104,1,0.0,2,,,box
僈,mán,1,0.0,0.019470696514128104,1,0.0,13,,,"negligent, remiss"
胘,xián,1,0.0,0.019470696514128104,1,0.0,9,,,-
怇,jù,1,0.0,0.019470696514128104,1,0.0,7,,,-
灬,biāo,1,0.0,0.019470696514128104,1,0.0,4,,,fire
煭,liè,1,0.0,0.019470696514128104,1,0.0,13,,,-
螒,hàn,1,0.0,0.019470696514128104,1,0.0,16,,,-
鋩,máng,1,0.0,0.019470696514128104,1,0.0,14,level,xp07,point of a sword
熐,mì,1,0.0,0.019470696514128104,1,0.0,14,,,-
臽,xiàn,1,0.0,0.019470696514128104,1,0.0,8,,,"a pit, a hole"
凔,chuàng,1,0.0,0.019470696514128104,1,0.0,12,level,xp07,cold
弖,hù,1,0.0,0.019470696514128104,1,0.0,4,,,phonetic for 'te' (Japanese)
儖,lán,1,0.0,0.019470696514128104,1,0.0,16,,,-
嵡,wěng,1,0.0,0.019470696514128104,1,0.0,13,,,-
呁,jùn,1,0.0,0.019470696514128104,1,0.0,7,,,-
嚻,xiāo,1,0.0,0.019470696514128104,1,0.0,21,,,be noisy
悂,pī,1,0.0,0.019470696514128104,1,0.0,10,,,-
肶,pí,1,0.0,0.019470696514128104,1,0.0,8,,,"(Cant.) leg, thigh"
乚,yǐn,1,0.0,0.019470696514128104,1,0.0,1,,,"hidden, mysterious, secret"
鲣,jiān,1,0.0,0.019470696514128104,1,0.0,15,,,"skipjack, bonito"
鲉,yóu,1,0.0,0.019470696514128104,1,0.0,13,,,-
娷,zhuì,1,0.0,0.019470696514128104,1,0.0,11,,,-
锞,kè,1,0.0,0.019470696514128104,1,0.0,13,,,ingot
邭,jù,1,0.0,0.019470696514128104,1,0.0,7,,,-
琕,pín,1,0.0,0.019470696514128104,1,0.0,12,,,type of pearl
靦,tiǎn,1,0.0,0.019470696514128104,1,0.0,16,oblique,s16,"timid, shy, bashful"
睾,gāo,1,0.0,0.019470696514128104,1,0.0,14,,,testicle
徍,wǎng,1,0.0,0.019470696514128104,1,0.0,9,,,-
炞,bian,1,0.0,0.019470696514128104,1,0.0,8,,,-
洰,jù,1,0.0,0.019470696514128104,1,0.0,7,,,-
憞,duì,1,0.0,0.019470696514128104,1,0.0,15,,,-
咞,xiàn,1,0.0,0.019470696514128104,1,0.0,7,,,-
壪,wān,1,0.0,0.019470696514128104,1,0.0,25,,,-
犩,wéi,1,0.0,0.019470696514128104,1,0.0,21,level,sp05,-
蠜,fán,1,0.0,0.019470696514128104,1,0.0,21,level,sp13,grasshopper
軝,qí,1,0.0,0.019470696514128104,1,0.0,11,level,sp04,axle-tip
霨,wèi,1,0.0,0.019470696514128104,1,0.0,19,,,clouding
彆,biè,1,0.0,0.019470696514128104,1,0.0,14,oblique,r09,awkward
嵪,qiāo,1,0.0,0.019470696514128104,1,0.0,13,,,-
澛,lǔ,1,0.0,0.019470696514128104,1,0.0,15,,,-
蘱,lèi,1,0.0,0.019470696514128104,1,0.0,22,,,-
闂,hòng,1,0.0,0.019470696514128104,1,0.0,16,,,-
菿,dào,1,0.0,0.019470696514128104,1,0.0,11,,,-
杸,shū,1,0.0,0.019470696514128104,1,0.0,8,level,sp07,to kill
彸,zhōng,1,0.0,0.019470696514128104,1,0.0,7,level,sp02,"restless, agitated"
嬠,cān,1,0.0,0.019470696514128104,1,0.0,16,,,-
稫,pì,1,0.0,0.019470696514128104,1,0.0,14,,,-
啇,dì,1,0.0,0.019470696514128104,1,0.0,11,,,to stalk
濸,cāng,1,0.0,0.019470696514128104,1,0.0,16,,,-
堳,méi,1,0.0,0.019470696514128104,1,0.0,12,,,land allotment feudal noble
暟,kǎi,1,0.0,0.019470696514128104,1,0.0,14,,,-
瘜,xī,1,0.0,0.019470696514128104,1,0.0,15,,,a polyp
寲,yí,1,0.0,0.019470696514128104,1,0.0,17,,,-
炪,zhuō,1,0.0,0.019470696514128104,1,0.0,9,,,-
躽,yǎn,1,0.0,0.019470696514128104,1,0.0,16,,,"(Cant.) 躽胸凸肚, to push out one's chest and belly"
鶀,qí,1,0.0,0.019470696514128104,1,0.0,19,,,-
漺,shuǎng,1,0.0,0.019470696514128104,1,0.0,14,,,-
腘,guó,1,0.0,0.019470696514128104,1,0.0,12,,,hollow
疕,bǐ,1,0.0,0.019470696514128104,1,0.0,7,,,head sores
鴺,tí,1,0.0,0.019470696514128104,1,0.0,17,,,the pelican
屾,shēn,1,0.0,0.019470696514128104,1,0.0,6,,,-
蒏,you,1,0.0,0.019470696514128104,1,0.0,12,level|oblique,q24|xp08,-
餰,jiān,1,0.0,0.019470696514128104,1,0.0,17,,,-
鬞,náng,1,0.0,0.019470696514128104,1,0.0,23,,,-
臅,chù,1,0.0,0.019470696514128104,1,0.0,17,,,-
瓝,bó,1,0.0,0.019470696514128104,1,0.0,8,oblique,r03,-
砎,jiè,1,0.0,0.019470696514128104,1,0.0,9,oblique,r08,-
凗,cuī,1,0.0,0.019470696514128104,1,0.0,13,,,-
寎,bìng,1,0.0,0.019470696514128104,1,0.0,12,,,drowsy
鏣,shù,1,0.0,0.019470696514128104,1,0.0,19,,,-
庘,yā,1,0.0,0.019470696514128104,1,0.0,8,,,-
腅,dàn,1,0.0,0.019470696514128104,1,0.0,12,,,-
棎,chán,1,0.0,0.019470696514128104,1,0.0,12,,,-
稴,xián,1,0.0,0.019470696514128104,1,0.0,15,,,-
姀,hé,1,0.0,0.019470696514128104,1,0.0,8,,,-
犰,qiú,1,0.0,0.019470696514128104,1,0.0,5,,,armadillo
铬,gè,1,0.0,0.019470696514128104,1,0.0,11,,,"chromium (element 24, Cr)"
硺,zhuó,1,0.0,0.019470696514128104,1,0.0,13,,,-
詜,tāo,1,0.0,0.019470696514128104,1,0.0,12,,,-
挆,duǒ,1,0.0,0.019470696514128104,1,0.0,9,,,-
挒,liè,1,0.0,0.019470696514128104,1,0.0,9,,,-
岄,yuè,1,0.0,0.019470696514128104,1,0.0,7,,,-
抂,kuáng,1,0.0,0.019470696514128104,1,0.0,7,,,-
弲,xuān,1,0.0,0.019470696514128104,1,0.0,10,,,-
鶪,jú,1,0.0,0.019470696514128104,1,0.0,20,,,a shrike
偞,xiè,1,0.0,0.019470696514128104,1,0.0,11,oblique,r16,-
翧,xuān,1,0.0,0.019470696514128104,1,0.0,15,,,-
弅,fèn,1,0.0,0.019470696514128104,1,0.0,7,oblique,s12,-
鉌,hé,1,0.0,0.019470696514128104,1,0.0,13,,,the bells on the cart in ancient China
噡,zhān,1,0.0,0.019470696514128104,1,0.0,16,,,-
阫,péi,1,0.0,0.019470696514128104,1,0.0,6,,,-
杛,gōng,1,0.0,0.019470696514128104,1,0.0,7,,,-
洔,zhǐ,1,0.0,0.019470696514128104,1,0.0,9,,,-
蕶,líng,1,0.0,0.019470696514128104,1,0.0,16,,,-
醚,mí,1,0.0,0.019470696514128104,1,0.0,16,,,ether
椈,jú,1,0.0,0.019470696514128104,1,0.0,12,,,cedar
醌,kūn,1,0.0,0.019470696514128104,1,0.0,15,,,quinone
橆,wǔ,1,0.0,0.019470696514128104,1,0.0,16,,,"without, apart from, none"
茺,chōng,1,0.0,0.019470696514128104,1,0.0,9,,,motherwort
痄,zhà,1,0.0,0.019470696514128104,1,0.0,10,oblique,s21,"scrofulous swellings and sores, mumps"
僲,xiān,1,0.0,0.019470696514128104,1,0.0,14,,,-
諻,huáng,1,0.0,0.019470696514128104,1,0.0,16,,,-
謮,zé,1,0.0,0.019470696514128104,1,0.0,18,,,-
懝,ài,1,0.0,0.019470696514128104,1,0.0,17,,,-
凎,gàn,1,0.0,0.019470696514128104,1,0.0,10,,,-
櫼,jiān,1,0.0,0.019470696514128104,1,0.0,21,,,wedge
蘫,hàn,1,0.0,0.019470696514128104,1,0.0,20,,,-
惗,niè,1,0.0,0.019470696514128104,1,0.0,11,,,"(Cant.) to think, consider"
騪,sōu,1,0.0,0.019470696514128104,1,0.0,19,,,-
謲,càn,1,0.0,0.019470696514128104,1,0.0,18,,,-
嘌,piào,1,0.0,0.019470696514128104,1,0.0,14,,,"fast, speedy"
錂,líng,1,0.0,0.019470696514128104,1,0.0,16,,,-
檖,suì,1,0.0,0.019470696514128104,1,0.0,16,oblique,q04,wild pear tree
揿,qìn,1,0.0,0.019470696514128104,1,0.0,12,,,press
莑,péng,1,0.0,0.019470696514128104,1,0.0,10,,,-
滳,shāng,1,0.0,0.019470696514128104,1,0.0,14,,,-
炾,huǎng,1,0.0,0.019470696514128104,1,0.0,9,,,-
劐,huō,1,0.0,0.019470696514128104,1,0.0,15,,,destroy
妗,jìn,1,0.0,0.019470696514128104,1,0.0,7,oblique,q27,wife of mother's brother
疨,xiā,1,0.0,0.019470696514128104,1,0.0,9,,,-
扡,tuō,1,0.0,0.019470696514128104,1,0.0,6,,,drag along
钕,nǚ,1,0.0,0.019470696514128104,1,0.0,8,,,"neodymium (element 60, Nd)"
栵,liè,1,0.0,0.019470696514128104,1,0.0,10,,,hedge
絩,tiào,1,0.0,0.019470696514128104,1,0.0,12,oblique,s17,-
淣,ní,1,0.0,0.019470696514128104,1,0.0,11,,,-
囇,lì,1,0.0,0.019470696514128104,1,0.0,22,,,-
偋,bìng,1,0.0,0.019470696514128104,1,0.0,11,,,-
甶,fú,1,0.0,0.019470696514128104,1,0.0,6,,,-
摬,yǐng,1,0.0,0.019470696514128104,1,0.0,14,,,-
崣,wěi,1,0.0,0.019470696514128104,1,0.0,11,,,-
姇,fū,1,0.0,0.019470696514128104,1,0.0,8,,,-
鸗,lóng,1,0.0,0.019470696514128104,1,0.0,27,,,-
煻,táng,1,0.0,0.019470696514128104,1,0.0,14,,,to warm
菾,tián,1,0.0,0.019470696514128104,1,0.0,11,,,beet
鍎,tú,1,0.0,0.019470696514128104,1,0.0,17,,,-
鵸,qí,1,0.0,0.019470696514128104,1,0.0,19,,,-
佸,huó,1,0.0,0.019470696514128104,1,0.0,8,oblique,r07,meet
葟,huáng,1,0.0,0.019470696514128104,1,0.0,12,,,-
袺,jié,1,0.0,0.019470696514128104,1,0.0,11,oblique,r09,hold up
荾,suī,1,0.0,0.019470696514128104,1,0.0,10,,,-
鶝,fú,1,0.0,0.019470696514128104,1,0.0,20,,,-
睷,jiān,1,0.0,0.019470696514128104,1,0.0,13,,,-
鈛,guō,1,0.0,0.019470696514128104,1,0.0,12,,,-
崓,gù,1,0.0,0.019470696514128104,1,0.0,11,,,-
魪,jiè,1,0.0,0.019470696514128104,1,0.0,15,,,-
猍,lái,1,0.0,0.019470696514128104,1,0.0,11,,,-
嫳,piè,1,0.0,0.019470696514128104,1,0.0,14,,,-
蹾,dūn,1,0.0,0.019470696514128104,1,0.0,19,,,to squat
锳,yīng,1,0.0,0.019470696514128104,1,0.0,13,,,-
睖,lèng,1,0.0,0.019470696514128104,1,0.0,13,,,to stare straight ahead
菝,bá,1,0.0,0.019470696514128104,1,0.0,11,oblique,r08,Smilax (genus)
葜,qiā,1,0.0,0.019470696514128104,1,0.0,12,,,various species of the genus Smilax
瞈,wěng,1,0.0,0.019470696514128104,1,0.0,15,,,-
瞫,shěn,1,0.0,0.019470696514128104,1,0.0,17,oblique,s26,look
蜛,jū,1,0.0,0.019470696514128104,1,0.0,14,,,-
睸,mèi,1,0.0,0.019470696514128104,1,0.0,14,,,"(Cant.) to close, shut"
癋,hè,1,0.0,0.019470696514128104,1,0.0,17,,,-
搎,sūn,1,0.0,0.019470696514128104,1,0.0,13,,,to rub with the hand
鄍,míng,1,0.0,0.019470696514128104,1,0.0,12,,,a town in Shandong province
貏,bǐ,1,0.0,0.019470696514128104,1,0.0,15,,,-
瀿,fán,1,0.0,0.019470696514128104,1,0.0,20,,,-
憼,jǐng,1,0.0,0.019470696514128104,1,0.0,16,,,-
矃,nǐng,1,0.0,0.019470696514128104,1,0.0,19,,,-
蒴,shuò,1,0.0,0.019470696514128104,1,0.0,13,,,seed (capsule)
臶,jiàn,1,0.0,0.019470696514128104,1,0.0,12,,,-
傂,zhì,1,0.0,0.019470696514128104,1,0.0,12,,,-
堅,jiān,1,0.0,0.019470696514128104,1,0.0,11,level,xp01,"hard, strong, firm"
輡,kǎn,1,0.0,0.019470696514128104,1,0.0,15,,,(same as 轗) to fail
乜,miē,1,0.0,0.019470696514128104,1,0.0,2,,,to squint
龜,guī,1,0.0,0.019470696514128104,1,0.0,16,level,sp04|xp11,turtle or tortoise
幦,mì,1,0.0,0.019470696514128104,1,0.0,16,,,cover
嫶,qiáo,1,0.0,0.019470696514128104,1,0.0,15,,,-
摼,kēng,1,0.0,0.019470696514128104,1,0.0,14,,,"(Cant.) to knock, hit"
轏,zhàn,1,0.0,0.019470696514128104,1,0.0,19,,,sleeping cart
緳,xié,1,0.0,0.019470696514128104,1,0.0,15,,,-
泹,dàn,1,0.0,0.019470696514128104,1,0.0,8,,,-
娞,něi,1,0.0,0.019470696514128104,1,0.0,10,oblique,s10,-
哾,shuō,1,0.0,0.019470696514128104,1,0.0,10,,,-
菨,jiē,1,0.0,0.019470696514128104,1,0.0,11,oblique,r16,-
霻,fēng,1,0.0,0.019470696514128104,1,0.0,21,,,-
疬,lì,1,0.0,0.019470696514128104,1,0.0,9,,,scrofulous lumps or swellings
傄,xiā,1,0.0,0.019470696514128104,1,0.0,12,,,-
顭,méng,1,0.0,0.019470696514128104,1,0.0,22,,,-
逛,guàng,1,0.0,0.019470696514128104,1,0.0,10,,,"ramble, stroll, roam, wander"
皾,dú,1,0.0,0.019470696514128104,1,0.0,20,,,-
瑮,lì,1,0.0,0.019470696514128104,1,0.0,14,oblique,r04,-
嬻,dú,1,0.0,0.019470696514128104,1,0.0,18,,,-
汑,tuō,1,0.0,0.019470696514128104,1,0.0,6,,,-
撊,xiàn,1,0.0,0.019470696514128104,1,0.0,15,,,fierce
蹽,liāo,1,0.0,0.019470696514128104,1,0.0,19,,,to run
袧,gōu,1,0.0,0.019470696514128104,1,0.0,10,,,-
裷,yuān,1,0.0,0.019470696514128104,1,0.0,13,oblique,s13,-
詽,yán,1,0.0,0.019470696514128104,1,0.0,13,,,-
漒,qiáng,1,0.0,0.019470696514128104,1,0.0,15,,,-
躟,ráng,1,0.0,0.019470696514128104,1,0.0,24,,,-
垽,yìn,1,0.0,0.019470696514128104,1,0.0,10,,,"(Cant.) sediment, precipitate"
螱,wèi,1,0.0,0.019470696514128104,1,0.0,17,,,-
騺,zhì,1,0.0,0.019470696514128104,1,0.0,21,oblique,q04,heavy horse
妡,xīn,1,0.0,0.019470696514128104,1,0.0,7,,,-
鵨,shū,1,0.0,0.019470696514128104,1,0.0,19,,,-
肨,pàng,1,0.0,0.019470696514128104,1,0.0,8,,,to swell
馰,dí,1,0.0,0.019470696514128104,1,0.0,13,oblique,r12,-
虦,zhàn,1,0.0,0.019470696514128104,1,0.0,16,,,-
痃,xuán,1,0.0,0.019470696514128104,1,0.0,10,,,indigestion
捈,tú,1,0.0,0.019470696514128104,1,0.0,10,,,-
姶,è,1,0.0,0.019470696514128104,1,0.0,9,oblique,r15,-
俉,wǔ,1,0.0,0.019470696514128104,1,0.0,9,,,-
腵,jiā,1,0.0,0.019470696514128104,1,0.0,13,,,-
鳭,diāo,1,0.0,0.019470696514128104,1,0.0,13,,,-
锫,péi,1,0.0,0.019470696514128104,1,0.0,13,,,"berkelium (element 97, Bk)"
榐,zhǎn,1,0.0,0.019470696514128104,1,0.0,14,,,-
鑅,héng,1,0.0,0.019470696514128104,1,0.0,22,,,-
竘,qǔ,1,0.0,0.019470696514128104,1,0.0,10,,,-
譂,chǎn,1,0.0,0.019470696514128104,1,0.0,19,,,-
樴,zhí,1,0.0,0.019470696514128104,1,0.0,16,oblique,r13,-
沋,yóu,1,0.0,0.019470696514128104,1,0.0,7,,,-
蔩,yín,1,0.0,0.019470696514128104,1,0.0,14,,,-
藄,qí,1,0.0,0.019470696514128104,1,0.0,17,,,edible fern
苀,háng,1,0.0,0.019470696514128104,1,0.0,7,level,xp07,-
菧,dǐ,1,0.0,0.019470696514128104,1,0.0,11,,,-
佲,mǐng,1,0.0,0.019470696514128104,1,0.0,8,,,-
槸,yì,1,0.0,0.019470696514128104,1,0.0,15,,,-
驐,dūn,1,0.0,0.019470696514128104,1,0.0,22,level,sp13,-
朡,zōng,1,0.0,0.019470696514128104,1,0.0,13,level,sp01,-
蒠,xī,1,0.0,0.019470696514128104,1,0.0,13,,,-
攮,nǎng,1,0.0,0.019470696514128104,1,0.0,25,,,to fend off
藫,tán,1,0.0,0.019470696514128104,1,0.0,18,level,xp13,-
蕫,dǒng,1,0.0,0.019470696514128104,1,0.0,15,,,-
廮,yǐng,1,0.0,0.019470696514128104,1,0.0,20,,,-
痉,jìng,1,0.0,0.019470696514128104,1,0.0,10,,,"convulsions, fits"
飵,zuò,1,0.0,0.019470696514128104,1,0.0,13,,,(Cant.) food
狅,kuáng,1,0.0,0.019470696514128104,1,0.0,7,,,-
螰,lù,1,0.0,0.019470696514128104,1,0.0,17,oblique,r01,-
稰,xǔ,1,0.0,0.019470696514128104,1,0.0,14,oblique,s06,-
珄,shēng,1,0.0,0.019470696514128104,1,0.0,9,,,-
魝,jié,1,0.0,0.019470696514128104,1,0.0,13,,,-
寋,jiàn,1,0.0,0.019470696514128104,1,0.0,12,oblique,s13,-
牼,kēng,1,0.0,0.019470696514128104,1,0.0,11,level,xp08,"ox shank, person's name"
廤,kù,1,0.0,0.019470696514128104,1,0.0,15,,,to place
鄋,sōu,1,0.0,0.019470696514128104,1,0.0,11,,,a Chunqiu-era state in modern Shandong
滠,shè,1,0.0,0.019470696514128104,1,0.0,13,oblique,r16,river in Hubei province
帺,qí,1,0.0,0.019470696514128104,1,0.0,11,,,-
脒,mǐ,1,0.0,0.019470696514128104,1,0.0,10,,,amidine
屸,lóng,1,0.0,0.019470696514128104,1,0.0,6,,,-
蒘,rú,1,0.0,0.019470696514128104,1,0.0,13,level,sp06|xp06,-
硍,xiàn,1,0.0,0.019470696514128104,1,0.0,11,oblique,q14,strike
芅,yì,1,0.0,0.019470696514128104,1,0.0,6,oblique,r13,-
浶,láo,1,0.0,0.019470696514128104,1,0.0,10,,,-
呋,fū,1,0.0,0.019470696514128104,1,0.0,7,,,(呋喃) furan (C₄H₄O)
骉,biāo,1,0.0,0.019470696514128104,1,0.0,9,,,running
峺,gěng,1,0.0,0.019470696514128104,1,0.0,10,,,-
誙,kēng,1,0.0,0.019470696514128104,1,0.0,14,,,-
籚,lú,1,0.0,0.019470696514128104,1,0.0,22,level,sp07,bamboo
媙,wēi,1,0.0,0.019470696514128104,1,0.0,12,,,-
繓,zuǒ,1,0.0,0.019470696514128104,1,0.0,18,oblique,r07,-
寷,fēng,1,0.0,0.019470696514128104,1,0.0,21,,,-
爖,lóng,1,0.0,0.019470696514128104,1,0.0,21,,,fire
龇,zī,1,0.0,0.019470696514128104,1,0.0,14,,,to show the teeth
唿,hū,1,0.0,0.019470696514128104,1,0.0,11,,,sad
桻,fēng,1,0.0,0.019470696514128104,1,0.0,11,level,sp02,-
酨,zài,1,0.0,0.019470696514128104,1,0.0,13,,,-
撖,hàn,1,0.0,0.019470696514128104,1,0.0,14,,,surname
堜,liàn,1,0.0,0.019470696514128104,1,0.0,12,,,-
緆,xī,1,0.0,0.019470696514128104,1,0.0,14,oblique,r12,-
恀,shì,1,0.0,0.019470696514128104,1,0.0,9,oblique,s04,trust
胅,dié,1,0.0,0.019470696514128104,1,0.0,9,,,-
琧,è,1,0.0,0.019470696514128104,1,0.0,13,,,-
璒,dēng,1,0.0,0.019470696514128104,1,0.0,16,,,-
螠,yì,1,0.0,0.019470696514128104,1,0.0,16,,,-
洷,zhì,1,0.0,0.019470696514128104,1,0.0,9,,,-
薱,duì,1,0.0,0.019470696514128104,1,0.0,17,oblique,q11,-
匴,suǎn,1,0.0,0.019470696514128104,1,0.0,16,,,"an ancient, bamboo hat box"
鱿,yóu,1,0.0,0.019470696514128104,1,0.0,12,,,cuttlefish
炚,guāng,1,0.0,0.019470696514128104,1,0.0,8,,,-
磄,táng,1,0.0,0.019470696514128104,1,0.0,15,level,xp07,-
銸,zhé,1,0.0,0.019470696514128104,1,0.0,15,,,-
呸,pēi,1,0.0,0.019470696514128104,1,0.0,8,,,expression of reprimand
釢,nǎi,1,0.0,0.019470696514128104,1,0.0,10,,,-
抋,qìn,1,0.0,0.019470696514128104,1,0.0,7,,,-
蟗,qiū,1,0.0,0.019470696514128104,1,0.0,18,,,-
嘇,shān,1,0.0,0.019470696514128104,1,0.0,14,,,-
脭,chéng,1,0.0,0.019470696514128104,1,0.0,11,,,-
諔,chù,1,0.0,0.019470696514128104,1,0.0,15,,,-
旔,jiàn,1,0.0,0.019470696514128104,1,0.0,12,,,-
磭,chuò,1,0.0,0.019470696514128104,1,0.0,16,,,-
棦,chēng,1,0.0,0.019470696514128104,1,0.0,10,,,-
痦,wù,1,0.0,0.019470696514128104,1,0.0,12,,,a sudden outbreak of spots
厇,zhé,1,0.0,0.019470696514128104,1,0.0,5,,,-
癿,qié,1,0.0,0.019470696514128104,1,0.0,6,,,-
捅,tǒng,1,0.0,0.019470696514128104,1,0.0,10,,,jab
鮈,jū,1,0.0,0.019470696514128104,1,0.0,16,,,-
癦,me,1,0.0,0.019470696514128104,1,0.0,20,,,(Cant.) a mole (on the skin)
橁,chūn,1,0.0,0.019470696514128104,1,0.0,16,,,tree
壣,lín,1,0.0,0.019470696514128104,1,0.0,20,,,-
簂,guì,1,0.0,0.019470696514128104,1,0.0,17,,,-
訋,diào,1,0.0,0.019470696514128104,1,0.0,10,,,-
湀,guǐ,1,0.0,0.019470696514128104,1,0.0,12,,,-
燏,yù,1,0.0,0.019470696514128104,1,0.0,16,,,blaze
裉,kèn,1,0.0,0.019470696514128104,1,0.0,11,,,seam in a garment
昋,guì,1,0.0,0.019470696514128104,1,0.0,8,,,-
爮,páo,1,0.0,0.019470696514128104,1,0.0,9,,,-
蝁,è,1,0.0,0.019470696514128104,1,0.0,14,,,-
迶,yòu,1,0.0,0.019470696514128104,1,0.0,9,,,-
鑐,xū,1,0.0,0.019470696514128104,1,0.0,22,,,bolt of a Chinese lock
嘀,dí,1,0.0,0.019470696514128104,1,0.0,14,,,backbite
掝,huò,1,0.0,0.019470696514128104,1,0.0,11,,,-
讆,wèi,1,0.0,0.019470696514128104,1,0.0,22,oblique,q08,to exaggerate
縌,nì,1,0.0,0.019470696514128104,1,0.0,15,,,-
欗,lán,1,0.0,0.019470696514128104,1,0.0,24,,,-
岇,áng,1,0.0,0.019470696514128104,1,0.0,7,,,-
袓,jù,1,0.0,0.019470696514128104,1,0.0,10,,,-
蝭,tí,1,0.0,0.019470696514128104,1,0.0,15,,,-
髌,bìn,1,0.0,0.019470696514128104,1,0.0,19,,,kneecap
傌,mà,1,0.0,0.019470696514128104,1,0.0,12,,,"to curse, to revile, to abuse"
莏,suō,1,0.0,0.019470696514128104,1,0.0,10,,,-
姳,mǐng,1,0.0,0.019470696514128104,1,0.0,9,,,-
幏,jià,1,0.0,0.019470696514128104,1,0.0,13,level,xp06,-
眣,dié,1,0.0,0.019470696514128104,1,0.0,10,,,prominent eyes
瓂,gài,1,0.0,0.019470696514128104,1,0.0,17,,,-
疔,dīng,1,0.0,0.019470696514128104,1,0.0,7,level,xp09,"carbuncle, boil, ulcer"
焊,hàn,1,0.0,0.019470696514128104,1,0.0,11,,,"weld, solder"
揍,zòu,1,0.0,0.019470696514128104,1,0.0,12,,,"hit, beat"
矠,zé,1,0.0,0.019470696514128104,1,0.0,13,,,-
瑆,xīng,1,0.0,0.019470696514128104,1,0.0,13,,,-
痻,mín,1,0.0,0.019470696514128104,1,0.0,13,,,suffer
骮,yì,1,0.0,0.019470696514128104,1,0.0,12,,,-
菒,gǎo,1,0.0,0.019470696514128104,1,0.0,11,,,-
颰,bá,1,0.0,0.019470696514128104,1,0.0,14,,,-
虂,lù,1,0.0,0.019470696514128104,1,0.0,24,,,-
礥,xián,1,0.0,0.019470696514128104,1,0.0,20,level,sp11,-
窢,xū,1,0.0,0.019470696514128104,1,0.0,13,,,-
輐,wàn,1,0.0,0.019470696514128104,1,0.0,14,,,-
