Character,Pinyin,Frequency,Log_frequency,Frequency_per_million,CD,Log_CD,Strokes,PSY_Tone,PSY_Rhyme,Gloss
歂,chuǎn,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,13,oblique,s16,-
摫,guī,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,14,level,sp04,-
焑,yān,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,11,,,-
扦,qiān,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,6,,,"probe, poke, prick, pierce"
齹,cī,2,0.30102999566398114,0.03894139302825621,1,0.0,24,,,-
胰,yí,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,10,,,pancreas
蘁,wù,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,19,,,-
悗,mán,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,10,,,-
嚊,pì,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,17,,,to pant
灡,lán,2,0.30102999566398114,0.03894139302825621,1,0.0,23,,,-
蕠,rú,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,15,,,-
瀽,jiǎn,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,20,,,splash (water)
祩,zhù,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,10,,,red or short garments
峊,fù,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,9,,,-
犿,huān,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,7,,,-
嵨,wù,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,13,,,-
跓,zhù,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,12,,,-
懙,yǔ,2,0.30102999566398114,0.03894139302825621,1,0.0,16,,,-
韹,huáng,2,0.30102999566398114,0.03894139302825621,1,0.0,18,,,music of bell and drum
襈,zhuàn,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,17,,,-
孈,huì,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,21,,,-
袲,chǐ,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,12,oblique,s20,-
蝐,mào,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,15,,,-
跤,jiāo,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,13,,,"stumble, fall down"
氧,yǎng,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,10,,,"oxygen (element 8, O)"
筽,ōu,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,13,,,-
鋐,hóng,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,15,,,state in today's Hubei province
蝳,dú,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,15,,,-
儑,án,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,16,,,-
菋,wèi,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,11,,,-
椂,lù,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,12,,,-
拹,xié,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,9,,,-
悿,tiǎn,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,11,,,-
臁,lián,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,17,,,calf of the leg
勮,jù,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,15,,,-
蛘,yáng,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,12,oblique,s22,a weevil found in rice
郩,xiáo,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,10,,,-
軵,rǒng,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,12,oblique,s02,-
珲,huī,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,10,,,"bright, glorious, splendid"
嶩,náo,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,16,,,a mountain in Shāndōng
溻,tā,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,13,,,wet
呎,chǐ,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,7,,,foot
鳁,wēn,2,0.30102999566398114,0.03894139302825621,1,0.0,17,,,sardine
珃,rǎn,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,9,,,-
冿,jiān,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,8,,,-
凚,jìn,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,15,,,cold
溍,jìn,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,13,,,water
蟤,zhuān,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,18,,,-
摞,luò,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,14,,,to pile up
搟,xiǎn,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,13,,,-
葌,jiān,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,12,,,-
柆,lā,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,9,,,-
蠊,lián,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,19,level,xp14,cockroach
筁,qū,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,12,,,a bamboo frame on which silkworms spin their cocoons
鱲,liè,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,26,,,"(Cant.) 赤鱲角, Hong Kong place name"
鋞,xíng,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,15,,,-
唌,xián,2,0.30102999566398114,0.03894139302825621,1,0.0,9,,,-
鷉,tī,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,21,,,grebe
鴗,lì,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,16,,,kingfisher
聑,tiē,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,12,,,-
刵,èr,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,8,oblique,q04,punishment by cutting off ears
坽,líng,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,8,,,-
芐,hù,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,6,,,-
獚,huáng,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,14,,,-
觷,xué,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,20,,,to process or carve horns
巤,liè,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,15,,,a mane
炔,guì,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,8,,,"an alkyne (e.g., acetylene)"
筕,háng,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,12,,,-
蚗,jué,2,0.30102999566398114,0.03894139302825621,2,0.30102999566398114,10,,,-
窲,cháo,1,0.0,0.019470696514128104,1,0.0,15,,,-
煐,yīng,1,0.0,0.019470696514128104,1,0.0,12,,,-
灦,xiǎn,1,0.0,0.019470696514128104,1,0.0,26,,,-
罺,cháo,1,0.0,0.019470696514128104,1,0.0,16,level,xp03,-
耾,hóng,1,0.0,0.019470696514128104,1,0.0,10,,,deafness
蟕,zuī,1,0.0,0.019470696514128104,1,0.0,19,,,a species of tortoise found near the mouth of the Yellow River
橃,fá,1,0.0,0.019470696514128104,1,0.0,16,,,-
譳,nòu,1,0.0,0.019470696514128104,1,0.0,21,,,-
媔,mián,1,0.0,0.019470696514128104,1,0.0,12,,,"beautiful, clear eyes"
慮,lǜ,1,0.0,0.019470696514128104,1,0.0,15,oblique,q06,"be concerned, worry about"
訬,chāo,1,0.0,0.019470696514128104,1,0.0,11,level|oblique,xp03|s18|s17,"clamour, uproar, annoyance, etc."
湚,yìn,1,0.0,0.019470696514128104,1,0.0,12,,,-
镭,léi,1,0.0,0.019470696514128104,1,0.0,18,,,"radium (element 88, Ra)"
椩,gēng,1,0.0,0.019470696514128104,1,0.0,12,,,-
鳎,tǎ,1,0.0,0.019470696514128104,1,0.0,18,,,sole
魼,qū,1,0.0,0.019470696514128104,1,0.0,16,,,-
礻,shì,1,0.0,0.019470696514128104,1,0.0,4,,,cult
钀,niè,1,0.0,0.019470696514128104,1,0.0,28,oblique,r06,-
廕,yìn,1,0.0,0.019470696514128104,1,0.0,13,oblique,q27,shade
魜,rén,1,0.0,0.019470696514128104,1,0.0,13,,,mermaid
厽,lěi,1,0.0,0.019470696514128104,1,0.0,6,,,-
赨,tóng,1,0.0,0.019470696514128104,1,0.0,13,,,-
鴖,mín,1,0.0,0.019470696514128104,1,0.0,16,,,-
鮨,yì,1,0.0,0.019470696514128104,1,0.0,17,,,seasoned rice mixed with fish or vegetables
麮,qù,1,0.0,0.019470696514128104,1,0.0,16,,,porridge
胉,bó,1,0.0,0.019470696514128104,1,0.0,9,,,-
鰿,jì,1,0.0,0.019470696514128104,1,0.0,22,,,-
瞴,móu,1,0.0,0.019470696514128104,1,0.0,17,oblique,s07,-
鄬,wéi,1,0.0,0.019470696514128104,1,0.0,14,,,place in Henan province
瓵,yí,1,0.0,0.019470696514128104,1,0.0,9,level,sp04,-
鵚,tū,1,0.0,0.019470696514128104,1,0.0,18,,,"moulting, bald"
秳,huó,1,0.0,0.019470696514128104,1,0.0,11,,,-
槻,guī,1,0.0,0.019470696514128104,1,0.0,15,,,zelkova tree
摡,gài,1,0.0,0.019470696514128104,1,0.0,12,,,to irrigate
嬎,fàn,1,0.0,0.019470696514128104,1,0.0,15,,,"to bear multiple, identical, offspring"
祹,táo,1,0.0,0.019470696514128104,1,0.0,12,level,xp04,-
橝,diàn,1,0.0,0.019470696514128104,1,0.0,16,level,xp13,-
專,zhuān,1,0.0,0.019470696514128104,1,0.0,11,level,xp01,"monopolize, take sole possession"
痆,niè,1,0.0,0.019470696514128104,1,0.0,10,,,-
鷶,mǎi,1,0.0,0.019470696514128104,1,0.0,23,,,-
暥,yàn,1,0.0,0.019470696514128104,1,0.0,14,,,-
鵅,luò,1,0.0,0.019470696514128104,1,0.0,17,,,-
炥,fú,1,0.0,0.019470696514128104,1,0.0,9,,,-
螆,cì,1,0.0,0.019470696514128104,1,0.0,15,,,hairy and poisonous caterpillars
蒮,yù,1,0.0,0.019470696514128104,1,0.0,13,,,-
殘,cán,1,0.0,0.019470696514128104,1,0.0,12,level,sp14,"injure, spoil"
鴅,huān,1,0.0,0.019470696514128104,1,0.0,15,,,-
铞,diào,1,0.0,0.019470696514128104,1,0.0,11,,,hasp and staple
肙,yuàn,1,0.0,0.019470696514128104,1,0.0,7,,,a small worm
慛,cuī,1,0.0,0.019470696514128104,1,0.0,14,,,-
敫,jiǎo,1,0.0,0.019470696514128104,1,0.0,13,,,ancient musical instrument
乒,pīng,1,0.0,0.019470696514128104,1,0.0,6,,,(used with 乓) “ping” of “ping pong”
峹,tú,1,0.0,0.019470696514128104,1,0.0,10,,,-
畻,chéng,1,0.0,0.019470696514128104,1,0.0,14,,,-
壛,yán,1,0.0,0.019470696514128104,1,0.0,19,,,-
鞇,yīn,1,0.0,0.019470696514128104,1,0.0,15,,,-
緛,ruǎn,1,0.0,0.019470696514128104,1,0.0,15,,,-
瑷,ài,1,0.0,0.019470696514128104,1,0.0,14,oblique,q17,fine quality jade
冖,mì,1,0.0,0.019470696514128104,1,0.0,2,,,cover
趆,dī,1,0.0,0.019470696514128104,1,0.0,12,,,-
蝒,mián,1,0.0,0.019470696514128104,1,0.0,15,,,-
謣,yú,1,0.0,0.019470696514128104,1,0.0,18,,,-
蓇,gǔ,1,0.0,0.019470696514128104,1,0.0,12,,,follicles of plants
窏,wū,1,0.0,0.019470696514128104,1,0.0,11,,,-
駧,dòng,1,0.0,0.019470696514128104,1,0.0,16,,,-
塴,bèng,1,0.0,0.019470696514128104,1,0.0,14,,,-
涠,wéi,1,0.0,0.019470696514128104,1,0.0,10,,,still water
繀,suì,1,0.0,0.019470696514128104,1,0.0,17,,,reeling device on spinning wheel
嫧,zé,1,0.0,0.019470696514128104,1,0.0,14,,,-
鄈,kuí,1,0.0,0.019470696514128104,1,0.0,11,level,sp04,"slippers, sandals"
姅,bàn,1,0.0,0.019470696514128104,1,0.0,8,oblique,q15,woman at time of menstruation
崂,láo,1,0.0,0.019470696514128104,1,0.0,10,,,"Laoshan, mountain in Shandong"
梿,lián,1,0.0,0.019470696514128104,1,0.0,11,level,xp01,a flail
瑃,chūn,1,0.0,0.019470696514128104,1,0.0,13,,,-
琩,chāng,1,0.0,0.019470696514128104,1,0.0,12,,,-
眓,huò,1,0.0,0.019470696514128104,1,0.0,10,oblique,r07,-
襒,bié,1,0.0,0.019470696514128104,1,0.0,16,,,-
劁,qiāo,1,0.0,0.019470696514128104,1,0.0,14,,,"geld, castrate"
逫,jué,1,0.0,0.019470696514128104,1,0.0,11,,,-
棿,ní,1,0.0,0.019470696514128104,1,0.0,12,,,-
苠,mín,1,0.0,0.019470696514128104,1,0.0,8,,,grow and ripen slowly
懱,miè,1,0.0,0.019470696514128104,1,0.0,17,,,-
牳,mǔ,1,0.0,0.019470696514128104,1,0.0,9,,,-
魻,xiá,1,0.0,0.019470696514128104,1,0.0,16,,,-
碀,chéng,1,0.0,0.019470696514128104,1,0.0,11,,,-
螈,yuán,1,0.0,0.019470696514128104,1,0.0,16,,,a silkworm
瞏,qióng,1,0.0,0.019470696514128104,1,0.0,15,,,round
嶥,jué,1,0.0,0.019470696514128104,1,0.0,15,,,-
誔,tǐng,1,0.0,0.019470696514128104,1,0.0,13,,,-
蚒,tóng,1,0.0,0.019470696514128104,1,0.0,10,,,"(Cant.) an edible snake, lizard"
醀,wéi,1,0.0,0.019470696514128104,1,0.0,15,,,-
硥,mǎng,1,0.0,0.019470696514128104,1,0.0,12,,,-
蚜,yá,1,0.0,0.019470696514128104,1,0.0,10,,,"plant louse, aphids"
暺,tǎn,1,0.0,0.019470696514128104,1,0.0,16,,,-
獱,biān,1,0.0,0.019470696514128104,1,0.0,17,,,a kind of otter
潐,jiào,1,0.0,0.019470696514128104,1,0.0,15,,,-
肂,sì,1,0.0,0.019470696514128104,1,0.0,10,oblique,q04,-
祡,chái,1,0.0,0.019470696514128104,1,0.0,11,,,-
鐇,fán,1,0.0,0.019470696514128104,1,0.0,20,,,"vanadium (element 23, V)"
颽,kǎi,1,0.0,0.019470696514128104,1,0.0,19,,,-
谻,jí,1,0.0,0.019470696514128104,1,0.0,11,,,-
槾,màn,1,0.0,0.019470696514128104,1,0.0,15,,,paste wall with dirt
帄,dīng,1,0.0,0.019470696514128104,1,0.0,5,,,-
輱,xián,1,0.0,0.019470696514128104,1,0.0,16,,,-
藃,xiāo,1,0.0,0.019470696514128104,1,0.0,17,,,-
獓,áo,1,0.0,0.019470696514128104,1,0.0,13,,,-
揁,zhēng,1,0.0,0.019470696514128104,1,0.0,12,,,sound of setting up a koto
藔,liáo,1,0.0,0.019470696514128104,1,0.0,18,,,-
灚,jiǎo,1,0.0,0.019470696514128104,1,0.0,23,,,-
趦,zī,1,0.0,0.019470696514128104,1,0.0,16,,,unable to move
朥,láo,1,0.0,0.019470696514128104,1,0.0,16,,,-
泵,bèng,1,0.0,0.019470696514128104,1,0.0,9,,,pump (English loan word)
巊,yǐng,1,0.0,0.019470696514128104,1,0.0,20,,,-
奵,dǐng,1,0.0,0.019470696514128104,1,0.0,5,,,-
嬰,yīng,1,0.0,0.019470696514128104,1,0.0,17,level,xp08,"baby, infant"
膷,xiāng,1,0.0,0.019470696514128104,1,0.0,15,level,xp07,soup
郣,bó,1,0.0,0.019470696514128104,1,0.0,9,,,-
靈,líng,1,0.0,0.019470696514128104,1,0.0,24,level,xp09,"spirit, soul"
胣,chǐ,1,0.0,0.019470696514128104,1,0.0,9,,,-
馮,féng,1,0.0,0.019470696514128104,1,0.0,12,level,xp10|sp01,surname
鐴,bì,1,0.0,0.019470696514128104,1,0.0,21,,,-
矎,xuān,1,0.0,0.019470696514128104,1,0.0,19,,,-
鷨,huá,1,0.0,0.019470696514128104,1,0.0,21,level,xp06,-
烿,róng,1,0.0,0.019470696514128104,1,0.0,11,,,-
鱆,zhāng,1,0.0,0.019470696514128104,1,0.0,22,,,"an octopus, devilfish"
蛼,chē,1,0.0,0.019470696514128104,1,0.0,13,,,-
橿,jiāng,1,0.0,0.019470696514128104,1,0.0,17,level,xp07,a kind of oak
趪,huáng,1,0.0,0.019470696514128104,1,0.0,18,level,xp07,-
鄳,méng,1,0.0,0.019470696514128104,1,0.0,14,,,-
馚,fén,1,0.0,0.019470696514128104,1,0.0,13,,,"aromatic, perfumed"
氽,tǔn,1,0.0,0.019470696514128104,1,0.0,6,,,to float
噋,tūn,1,0.0,0.019470696514128104,1,0.0,15,,,to swallow hastily
狪,tóng,1,0.0,0.019470696514128104,1,0.0,9,,,-
錜,niè,1,0.0,0.019470696514128104,1,0.0,16,,,-
郀,kū,1,0.0,0.019470696514128104,1,0.0,8,,,-
冊,cè,1,0.0,0.019470696514128104,1,0.0,5,oblique,r11,"book, volume"
崮,gù,1,0.0,0.019470696514128104,1,0.0,11,,,"a mesa, hill with flat top and steep sides"
跮,chì,1,0.0,0.019470696514128104,1,0.0,13,,,hasty walking
瀱,jì,1,0.0,0.019470696514128104,1,0.0,20,,,-
瞄,miáo,1,0.0,0.019470696514128104,1,0.0,13,,,take aim at
趜,jú,1,0.0,0.019470696514128104,1,0.0,15,,,(Cant.) to suffocate
倰,lèng,1,0.0,0.019470696514128104,1,0.0,10,,,-
铡,zhá,1,0.0,0.019470696514128104,1,0.0,11,,,sickle for cutting grass or hay
櫊,gé,1,0.0,0.019470696514128104,1,0.0,18,,,-
俧,zhì,1,0.0,0.019470696514128104,1,0.0,9,,,-
縏,pán,1,0.0,0.019470696514128104,1,0.0,16,,,purse
佬,lǎo,1,0.0,0.019470696514128104,1,0.0,8,,,"(Cant.) man, person"
渷,yǎn,1,0.0,0.019470696514128104,1,0.0,12,,,-
頻,pín,1,0.0,0.019470696514128104,1,0.0,16,level,sp11,"frequently, again and again"
鈫,qín,1,0.0,0.019470696514128104,1,0.0,12,,,-
眅,pān,1,0.0,0.019470696514128104,1,0.0,9,level|oblique,s15|sp15,inlay
縒,cī,1,0.0,0.019470696514128104,1,0.0,15,oblique,s20,to twist
糹,sī,1,0.0,0.019470696514128104,1,0.0,6,,,silk
鲹,shēn,1,0.0,0.019470696514128104,1,0.0,16,,,a horse mackerel
蘈,tuí,1,0.0,0.019470696514128104,1,0.0,19,,,-
悜,chěng,1,0.0,0.019470696514128104,1,0.0,10,oblique,s23,obscure
慏,mǐng,1,0.0,0.019470696514128104,1,0.0,13,,,-
狿,yán,1,0.0,0.019470696514128104,1,0.0,9,level|oblique,xp01|q17,-
珅,shēn,1,0.0,0.019470696514128104,1,0.0,9,,,a kind of jade
爂,biāo,1,0.0,0.019470696514128104,1,0.0,19,,,-
嬆,xī,1,0.0,0.019470696514128104,1,0.0,15,,,-
愥,yīng,1,0.0,0.019470696514128104,1,0.0,11,,,-
庲,lái,1,0.0,0.019470696514128104,1,0.0,11,,,-
甭,béng,1,0.0,0.019470696514128104,1,0.0,9,,,there is no need
磪,cuī,1,0.0,0.019470696514128104,1,0.0,16,,,a high mountain
槙,diān,1,0.0,0.019470696514128104,1,0.0,14,,,a twig
鋺,yuǎn,1,0.0,0.019470696514128104,1,0.0,16,,,a metal bowl
砛,jīn,1,0.0,0.019470696514128104,1,0.0,9,,,-
噺,xīn,1,0.0,0.019470696514128104,1,0.0,16,,,"story, talk"
徦,jiǎ,1,0.0,0.019470696514128104,1,0.0,12,,,-
丂,kǎo,1,0.0,0.019470696514128104,1,0.0,2,,,obstruction of breath (qi) as it seeks release
苲,zhǎ,1,0.0,0.019470696514128104,1,0.0,8,,,"hornwort, Ceratophyllum"
垗,zhào,1,0.0,0.019470696514128104,1,0.0,9,oblique,s17,sacrifice
牑,biān,1,0.0,0.019470696514128104,1,0.0,13,,,-
涭,shòu,1,0.0,0.019470696514128104,1,0.0,11,,,-
苤,piě,1,0.0,0.019470696514128104,1,0.0,8,,,kohl rabi
靾,yì,1,0.0,0.019470696514128104,1,0.0,14,,,-
埁,qín,1,0.0,0.019470696514128104,1,0.0,10,,,-
甯,níng,1,0.0,0.019470696514128104,1,0.0,12,oblique,q25,peaceful
韋,wéi,1,0.0,0.019470696514128104,1,0.0,9,level,sp05,tanned leather
窮,qióng,1,0.0,0.019470696514128104,1,0.0,15,level,sp01,"poor, destitute, impoverished"
偨,cī,1,0.0,0.019470696514128104,1,0.0,12,,,uneven
姏,mán,1,0.0,0.019470696514128104,1,0.0,8,,,-
啌,xiāng,1,0.0,0.019470696514128104,1,0.0,11,,,animal disease
汿,xù,1,0.0,0.019470696514128104,1,0.0,7,,,-
荁,huán,1,0.0,0.019470696514128104,1,0.0,9,,,celery
鄤,màn,1,0.0,0.019470696514128104,1,0.0,13,,,place in Henan province
楐,jiè,1,0.0,0.019470696514128104,1,0.0,13,,,-
傣,dǎi,1,0.0,0.019470696514128104,1,0.0,12,,,the Dai minority living in South China
奲,duǒ,1,0.0,0.019470696514128104,1,0.0,23,,,-
卟,bǔ,1,0.0,0.019470696514128104,1,0.0,5,,,a chemical compound
鉷,hóng,1,0.0,0.019470696514128104,1,0.0,14,,,trigger
聓,xù,1,0.0,0.019470696514128104,1,0.0,12,,,-
拺,cè,1,0.0,0.019470696514128104,1,0.0,9,,,-
賣,mài,1,0.0,0.019470696514128104,1,0.0,15,oblique,q10,sell
妟,yàn,1,0.0,0.019470696514128104,1,0.0,7,,,-
咅,pǒu,1,0.0,0.019470696514128104,1,0.0,8,,,to spit out
庯,bū,1,0.0,0.019470696514128104,1,0.0,10,,,-
锗,zhě,1,0.0,0.019470696514128104,1,0.0,13,,,"germanium (element 32, Ge)"
凐,yīn,1,0.0,0.019470696514128104,1,0.0,11,,,-
懗,xià,1,0.0,0.019470696514128104,1,0.0,17,,,-
鍦,shī,1,0.0,0.019470696514128104,1,0.0,17,,,-
齤,quán,1,0.0,0.019470696514128104,1,0.0,21,,,-
玤,bàng,1,0.0,0.019470696514128104,1,0.0,8,oblique,s03|s01,a kind of gem inferior to jade
鸵,tuó,1,0.0,0.019470696514128104,1,0.0,10,,,ostrich
喗,yǔn,1,0.0,0.019470696514128104,1,0.0,12,,,-
郂,gāi,1,0.0,0.019470696514128104,1,0.0,8,,,-
锘,nuò,1,0.0,0.019470696514128104,1,0.0,13,,,nobelium (No)
蹧,zāo,1,0.0,0.019470696514128104,1,0.0,18,,,to spoil
癓,wéi,1,0.0,0.019470696514128104,1,0.0,18,,,-
摍,suō,1,0.0,0.019470696514128104,1,0.0,14,,,-
蟔,mò,1,0.0,0.019470696514128104,1,0.0,18,,,-
廾,gǒng,1,0.0,0.019470696514128104,1,0.0,3,,,two hands
瞛,cōng,1,0.0,0.019470696514128104,1,0.0,16,level,sp02,-
盄,zhāo,1,0.0,0.019470696514128104,1,0.0,9,,,-
钅,jīn,1,0.0,0.019470696514128104,1,0.0,5,,,gold
覭,míng,1,0.0,0.019470696514128104,1,0.0,17,,,-
湨,jú,1,0.0,0.019470696514128104,1,0.0,12,,,river in Henan
誻,tà,1,0.0,0.019470696514128104,1,0.0,15,oblique,r15,-
熰,ōu,1,0.0,0.019470696514128104,1,0.0,15,,,great drought
郺,yōng,1,0.0,0.019470696514128104,1,0.0,16,,,-
糌,zān,1,0.0,0.019470696514128104,1,0.0,15,,,Tibetan tsampa
柒,qī,1,0.0,0.019470696514128104,1,0.0,9,,,number seven
鮔,jù,1,0.0,0.019470696514128104,1,0.0,15,,,-
饣,shí,1,0.0,0.019470696514128104,1,0.0,3,,,"eat, food"
尥,liào,1,0.0,0.019470696514128104,1,0.0,6,,,"a backward kick, as by a mule or horse"
垘,fú,1,0.0,0.019470696514128104,1,0.0,9,,,-
臥,wò,1,0.0,0.019470696514128104,1,0.0,8,oblique,q21,lie down
騿,zhāng,1,0.0,0.019470696514128104,1,0.0,20,,,-
粑,bā,1,0.0,0.019470696514128104,1,0.0,10,,,"bread, cake"
昷,wēn,1,0.0,0.019470696514128104,1,0.0,9,,,to feed a prisoner
夰,gǎo,1,0.0,0.019470696514128104,1,0.0,5,,,-
乀,fú,1,0.0,0.019470696514128104,1,0.0,1,,,stretch
俈,kù,1,0.0,0.019470696514128104,1,0.0,9,,,to inform quickly
莥,niǔ,1,0.0,0.019470696514128104,1,0.0,10,oblique,s25,-
蔨,juàn,1,0.0,0.019470696514128104,1,0.0,14,,,-
佨,bāo,1,0.0,0.019470696514128104,1,0.0,7,,,-
黺,fěn,1,0.0,0.019470696514128104,1,0.0,16,,,-
弞,shěn,1,0.0,0.019470696514128104,1,0.0,7,,,-
婫,kūn,1,0.0,0.019470696514128104,1,0.0,11,,,-
鍴,duān,1,0.0,0.019470696514128104,1,0.0,17,,,-
斄,lí,1,0.0,0.019470696514128104,1,0.0,19,,,-
碥,biǎn,1,0.0,0.019470696514128104,1,0.0,14,oblique,s16,"steep, protruding rocks in rapids"
蓃,sōu,1,0.0,0.019470696514128104,1,0.0,12,,,-
簕,lè,1,0.0,0.019470696514128104,1,0.0,17,,,(Cant.) thorn
狆,zhòng,1,0.0,0.019470696514128104,1,0.0,7,,,"Pekinese dog, lap dog, pug"
鮤,liè,1,0.0,0.019470696514128104,1,0.0,17,,,-
鐪,lǔ,1,0.0,0.019470696514128104,1,0.0,21,,,-
镍,niè,1,0.0,0.019470696514128104,1,0.0,15,,,"nickel (element 28, Ni)"
薚,tāng,1,0.0,0.019470696514128104,1,0.0,16,,,-
颹,wěi,1,0.0,0.019470696514128104,1,0.0,18,,,-
岟,yǎng,1,0.0,0.019470696514128104,1,0.0,8,,,-
牻,máng,1,0.0,0.019470696514128104,1,0.0,11,,,cattle with a mixture of black and white hair
跭,xiáng,1,0.0,0.019470696514128104,1,0.0,13,,,-
眳,míng,1,0.0,0.019470696514128104,1,0.0,11,,,-
縬,cù,1,0.0,0.019470696514128104,1,0.0,17,,,-
貴,guì,1,0.0,0.019470696514128104,1,0.0,12,oblique,q05,"expensive, costly, valuable"
苰,hóng,1,0.0,0.019470696514128104,1,0.0,8,level,xp10,-
盓,yū,1,0.0,0.019470696514128104,1,0.0,11,level,sp07,-
皽,zhāo,1,0.0,0.019470696514128104,1,0.0,18,,,scurf
鏏,wèi,1,0.0,0.019470696514128104,1,0.0,19,,,-
嫘,léi,1,0.0,0.019470696514128104,1,0.0,14,level|oblique,sp04|q04,surname
軎,wèi,1,0.0,0.019470696514128104,1,0.0,10,,,a brass parts for a cart in ancient China
甏,bèng,1,0.0,0.019470696514128104,1,0.0,16,,,"a squat jar for holding wine, sauces etc."
娺,zhuó,1,0.0,0.019470696514128104,1,0.0,11,,,-
痳,lín,1,0.0,0.019470696514128104,1,0.0,13,level,xp12,pock-marked
茬,chá,1,0.0,0.019470696514128104,1,0.0,9,,,harvest
硚,qiáo,1,0.0,0.019470696514128104,1,0.0,11,,,place in Sichuan province
鯦,jiù,1,0.0,0.019470696514128104,1,0.0,19,,,-
搝,qiǔ,1,0.0,0.019470696514128104,1,0.0,13,,,-
晭,zhǒu,1,0.0,0.019470696514128104,1,0.0,12,,,-
翵,hóu,1,0.0,0.019470696514128104,1,0.0,17,,,-
煪,qiú,1,0.0,0.019470696514128104,1,0.0,13,,,-
辝,cí,1,0.0,0.019470696514128104,1,0.0,12,,,-
虘,cuó,1,0.0,0.019470696514128104,1,0.0,11,,,-
雓,yú,1,0.0,0.019470696514128104,1,0.0,15,level,sp06,-
夼,kuǎng,1,0.0,0.019470696514128104,1,0.0,6,,,"low or swampy land, most often used in place names"
灋,fǎ,1,0.0,0.019470696514128104,1,0.0,21,,,law
抐,nè,1,0.0,0.019470696514128104,1,0.0,7,,,-
帵,wān,1,0.0,0.019470696514128104,1,0.0,11,,,"remnants, tailor's cutting"
帍,hù,1,0.0,0.019470696514128104,1,0.0,7,,,-
紥,zā,1,0.0,0.019470696514128104,1,0.0,10,,,"tie, fasten, bind"
覗,sì,1,0.0,0.019470696514128104,1,0.0,12,level,sp04,peek
